system,dp,r,g_r
PMTFPS,100,61.25640413977884,0.0
PMTFPS,100,61.756456418470904,0.0
PMTFPS,100,62.256508697162985,0.0
PMTFPS,100,62.75656097585505,0.0
PMTFPS,100,63.256613254547126,0.0
PMTFPS,100,63.7566655332392,0.0
PMTFPS,100,64.25671781193127,0.0
PMTFPS,100,64.75677009062335,0.0
PMTFPS,100,65.25682236931542,0.0
PMTFPS,100,65.75687464800748,0.0
PMTFPS,100,66.25692692669955,0.0
PMTFPS,100,66.75697920539163,0.0
PMTFPS,100,67.25703148408371,0.0
PMTFPS,100,67.75708376277578,0.0
PMTFPS,100,68.25713604146785,0.0
PMTFPS,100,68.75718832015991,0.0
PMTFPS,100,69.257240598852,0.0
PMTFPS,100,69.75729287754406,0.0
PMTFPS,100,70.25734515623614,8.500297785237832
PMTFPS,100,70.75739743492821,0.0
PMTFPS,100,71.25744971362028,0.0
PMTFPS,100,71.75750199231236,0.0
PMTFPS,100,72.25755427100442,0.0
PMTFPS,100,72.7576065496965,0.0
PMTFPS,100,73.25765882838857,0.0
PMTFPS,100,73.75771110708064,0.0
PMTFPS,100,74.2577633857727,0.0
PMTFPS,100,74.75781566446479,0.0
PMTFPS,100,75.25786794315685,0.0
PMTFPS,100,75.75792022184893,0.0
PMTFPS,100,76.257972500541,0.0
PMTFPS,100,76.75802477923307,0.0
PMTFPS,100,77.25807705792515,0.0
PMTFPS,100,77.75812933661722,0.0
PMTFPS,100,78.2581816153093,0.0
PMTFPS,100,78.75823389400136,27.134485126797077
PMTFPS,100,79.25828617269343,0.0
PMTFPS,100,79.7583384513855,0.0
PMTFPS,100,80.25839073007758,0.0
PMTFPS,100,80.75844300876965,0.0
PMTFPS,100,81.25849528746173,0.0
PMTFPS,100,81.7585475661538,0.0
PMTFPS,100,82.25859984484586,0.0
PMTFPS,100,82.75865212353794,0.0
PMTFPS,100,83.25870440223001,0.0
PMTFPS,100,83.75875668092209,0.0
PMTFPS,100,84.25880895961416,0.0
PMTFPS,100,84.75886123830622,0.0
PMTFPS,100,85.25891351699829,0.0
PMTFPS,100,85.75896579569037,0.0
PMTFPS,100,86.25901807438245,22.556369406605803
PMTFPS,100,86.75907035307452,0.0
PMTFPS,100,87.25912263176659,0.0
PMTFPS,100,87.75917491045865,0.0
